,CODE,ID,myColor,myCategory,myImg,BuyDate
1934,my1935,dummy15,red,cotton,img1935,2018-07-16
1935,my1936,dummy97,blue,skirt,img1936,2021-01-06
1936,my1937,dummy80,red,skirt,img1937,2021-06-04
1937,my1938,dummy84,blue,slacks,img1938,2019-05-25
1938,my1939,dummy91,white,longPants,img1939,2021-04-09
1939,my1940,dummy15,yellow,shortPants,img1940,2019-06-15
1940,my1941,dummy47,red,shortPants,img1941,2019-11-17
1941,my1942,dummy57,blue,longShirts,img1942,2021-01-15
1942,my1943,dummy87,red,longPants,img1943,2019-09-22
1943,my1944,dummy50,blue,cotton,img1944,2021-07-21
1944,my1945,dummy30,black,topEtc,img1945,2020-10-12
1945,my1946,dummy74,yellow,hoodie,img1946,2020-09-15
1946,my1947,dummy75,yellow,topEtc,img1947,2020-11-10
1947,my1948,dummy37,yellow,dressShirts,img1948,2019-02-26
1948,my1949,dummy62,yellow,slacks,img1949,2019-02-19
1949,my1950,dummy45,yellow,topEtc,img1950,2020-11-17
1950,my1951,dummy85,blue,jean,img1951,2019-02-06
1951,my1952,dummy18,yellow,topEtc,img1952,2021-10-08
1952,my1953,dummy47,red,longShirts,img1953,2018-01-06
1953,my1954,dummy22,blue,topEtc,img1954,2021-09-22
1954,my1955,dummy38,red,cotton,img1955,2019-04-06
1955,my1956,dummy85,red,longPants,img1956,2019-07-04
1956,my1957,dummy83,black,cotton,img1957,2020-12-22
1957,my1958,dummy76,white,dressShirts,img1958,2021-01-29
1958,my1959,dummy54,black,shortShirts,img1959,2018-06-12
1959,my1960,dummy97,yellow,shortShirts,img1960,2021-03-24
1960,my1961,dummy58,blue,skirt,img1961,2020-10-09
1961,my1962,dummy32,red,bottomEtc,img1962,2018-10-21
1962,my1963,dummy69,red,sweatShirts,img1963,2019-03-02
1963,my1964,dummy15,red,shortShirts,img1964,2021-07-27
1964,my1965,dummy65,yellow,skirt,img1965,2021-12-14
1965,my1966,dummy9,yellow,skirt,img1966,2018-12-29
1966,my1967,dummy50,blue,cotton,img1967,2021-05-06
1967,my1968,dummy46,yellow,longPants,img1968,2020-04-19
1968,my1969,dummy74,yellow,cotton,img1969,2020-11-14
1969,my1970,dummy53,black,jogger,img1970,2019-01-21
1970,my1971,dummy55,white,bottomEtc,img1971,2019-02-27
1971,my1972,dummy69,blue,longPants,img1972,2021-11-06
1972,my1973,dummy51,red,hoodie,img1973,2020-02-27
1973,my1974,dummy5,white,sweatShirts,img1974,2020-11-07
1974,my1975,dummy34,black,longShirts,img1975,2020-12-19
1975,my1976,dummy39,blue,sweatShirts,img1976,2020-04-02
1976,my1977,dummy40,black,slacks,img1977,2021-02-11
1977,my1978,dummy29,yellow,topEtc,img1978,2018-08-03
1978,my1979,dummy84,blue,hoodie,img1979,2019-06-15
1979,my1980,dummy85,yellow,longShirts,img1980,2019-04-29
1980,my1981,dummy23,red,shortShirts,img1981,2020-01-16
1981,my1982,dummy68,white,longShirts,img1982,2019-05-23
1982,my1983,dummy44,black,cotton,img1983,2020-11-25
1983,my1984,dummy95,blue,shortPants,img1984,2018-02-01
1984,my1985,dummy59,black,jogger,img1985,2020-03-27
1985,my1986,dummy83,blue,bottomEtc,img1986,2019-11-18
1986,my1987,dummy91,white,sweatShirts,img1987,2020-10-25
1987,my1988,dummy64,red,longPants,img1988,2019-05-16
1988,my1989,dummy62,red,skirt,img1989,2020-04-12
1989,my1990,dummy27,red,longShirts,img1990,2019-08-15
1990,my1991,dummy10,blue,hoodie,img1991,2021-12-03
1991,my1992,dummy37,yellow,jean,img1992,2019-02-14
1992,my1993,dummy44,red,slacks,img1993,2021-07-19
1993,my1994,dummy55,blue,topEtc,img1994,2018-09-09
1994,my1995,dummy19,red,cotton,img1995,2018-01-27
1995,my1996,dummy9,yellow,shortShirts,img1996,2021-12-02
1996,my1997,dummy82,white,shortShirts,img1997,2020-03-13
1997,my1998,dummy93,white,dressShirts,img1998,2020-04-29
1998,my1999,dummy82,yellow,dressShirts,img1999,2018-08-09
1999,my2000,dummy38,yellow,jean,img2000,2018-10-30
