,myclothesid,userid,mycolor,mycategory,myimg,buydate
1811,1812,53,blue,short_sleeve_top,img1812,2021-02-24 0:00
1812,1813,20,pattern,long_sleeve_dress,img1813,2020-03-14 0:00
1813,1814,16,blue,shorts,img1814,2019-02-28 0:00
1814,1815,2,blue,long_sleeve_dress,img1815,2019-09-28 0:00
1815,1816,8,red,short_sleeve_dress,img1816,2020-04-12 0:00
1816,1817,23,blue,short_sleeve_top,img1817,2018-12-16 0:00
1817,1818,71,pattern,short_sleeve_dress,img1818,2021-11-13 0:00
1818,1819,9,pattern,trousers,img1819,2019-08-24 0:00
1819,1820,43,red,skirt,img1820,2021-03-14 0:00
1820,1821,10,red,long_sleeve_dress,img1821,2019-10-23 0:00
1821,1822,79,blue,skirt,img1822,2019-08-02 0:00
1822,1823,8,red,vest,img1823,2018-03-24 0:00
1823,1824,40,red,short_sleeve_dress,img1824,2019-12-02 0:00
1824,1825,48,blue,long_sleeve_top,img1825,2019-04-17 0:00
1825,1826,73,blue,sling,img1826,2019-06-23 0:00
1826,1827,23,blue,vest_dress,img1827,2021-02-21 0:00
1827,1828,63,blue,short_sleeve_dress,img1828,2019-12-02 0:00
1828,1829,15,red,sling_dress,img1829,2019-06-08 0:00
1829,1830,44,white,short_sleeve_outer,img1830,2019-12-29 0:00
1830,1831,72,blue,vest_dress,img1831,2018-07-07 0:00
1831,1832,43,blue,sling_dress,img1832,2019-10-31 0:00
1832,1833,17,white,shorts,img1833,2019-06-24 0:00
1833,1834,50,red,short_sleeve_outer,img1834,2021-04-24 0:00
1834,1835,39,pattern,vest_dress,img1835,2020-04-11 0:00
1835,1836,8,blue,sling_dress,img1836,2020-06-04 0:00
1836,1837,12,blue,vest_dress,img1837,2021-09-01 0:00
1837,1838,56,blue,long_sleeve_outer,img1838,2019-03-11 0:00
1838,1839,36,pattern,sling,img1839,2020-03-09 0:00
1839,1840,72,blue,skirt,img1840,2021-10-04 0:00
1840,1841,20,red,vest,img1841,2019-12-25 0:00
1841,1842,48,blue,short_sleeve_dress,img1842,2020-10-22 0:00
1842,1843,98,pattern,vest_dress,img1843,2021-10-29 0:00
1843,1844,54,pattern,sling_dress,img1844,2019-01-02 0:00
1844,1845,26,black,long_sleeve_dress,img1845,2021-12-07 0:00
1845,1846,93,black,long_sleeve_outer,img1846,2018-01-12 0:00
1846,1847,31,blue,long_sleeve_dress,img1847,2018-10-26 0:00
1847,1848,19,blue,short_sleeve_top,img1848,2019-05-29 0:00
1848,1849,29,pattern,shorts,img1849,2020-01-18 0:00
1849,1850,90,blue,short_sleeve_dress,img1850,2020-12-01 0:00
1850,1851,42,white,vest_dress,img1851,2021-11-26 0:00
1851,1852,35,blue,long_sleeve_dress,img1852,2020-09-19 0:00
1852,1853,95,blue,long_sleeve_outer,img1853,2021-06-23 0:00
1853,1854,58,red,sling_dress,img1854,2019-08-22 0:00
1854,1855,52,red,sling,img1855,2021-05-31 0:00
1855,1856,50,black,vest_dress,img1856,2019-10-16 0:00
1856,1857,26,blue,long_sleeve_dress,img1857,2020-08-07 0:00
1857,1858,75,red,skirt,img1858,2018-07-07 0:00
1858,1859,27,black,long_sleeve_dress,img1859,2020-09-21 0:00
1859,1860,26,blue,skirt,img1860,2019-08-29 0:00
1860,1861,11,white,shorts,img1861,2021-03-14 0:00
1861,1862,21,blue,short_sleeve_top,img1862,2021-11-08 0:00
1862,1863,64,blue,trousers,img1863,2020-04-15 0:00
1863,1864,72,blue,shorts,img1864,2021-06-08 0:00
1864,1865,1,blue,short_sleeve_top,img1865,2021-11-19 0:00
1865,1866,49,pattern,shorts,img1866,2019-11-28 0:00
1866,1867,59,white,long_sleeve_dress,img1867,2018-12-12 0:00
1867,1868,12,red,short_sleeve_outer,img1868,2021-04-18 0:00
1868,1869,84,red,short_sleeve_top,img1869,2021-04-11 0:00
1869,1870,44,blue,sling,img1870,2018-12-11 0:00
1870,1871,77,blue,long_sleeve_outer,img1871,2019-03-27 0:00
1871,1872,41,blue,short_sleeve_dress,img1872,2020-01-07 0:00
1872,1873,28,pattern,short_sleeve_outer,img1873,2018-07-05 0:00
1873,1874,35,white,short_sleeve_outer,img1874,2019-11-19 0:00
1874,1875,39,white,vest,img1875,2019-08-28 0:00
1875,1876,37,white,long_sleeve_outer,img1876,2020-11-02 0:00
1876,1877,68,blue,long_sleeve_outer,img1877,2019-03-19 0:00
1877,1878,33,white,shorts,img1878,2020-05-05 0:00
1878,1879,31,black,short_sleeve_outer,img1879,2018-04-22 0:00
1879,1880,40,blue,shorts,img1880,2019-10-24 0:00
1880,1881,77,blue,short_sleeve_outer,img1881,2020-08-29 0:00
1881,1882,67,pattern,sling_dress,img1882,2021-05-30 0:00
1882,1883,36,white,skirt,img1883,2021-07-03 0:00
1883,1884,18,black,sling_dress,img1884,2020-06-05 0:00
1884,1885,51,black,skirt,img1885,2020-06-06 0:00
1885,1886,15,pattern,sling_dress,img1886,2020-03-22 0:00
1886,1887,57,red,short_sleeve_top,img1887,2021-12-28 0:00
1887,1888,24,white,vest,img1888,2021-05-10 0:00
1888,1889,11,blue,short_sleeve_top,img1889,2018-07-06 0:00
1889,1890,12,blue,sling_dress,img1890,2019-04-01 0:00
1890,1891,55,black,skirt,img1891,2019-09-06 0:00
1891,1892,19,black,long_sleeve_dress,img1892,2021-08-31 0:00
1892,1893,95,white,long_sleeve_outer,img1893,2020-05-15 0:00
1893,1894,22,black,short_sleeve_outer,img1894,2018-12-19 0:00
1894,1895,45,black,skirt,img1895,2019-08-04 0:00
1895,1896,45,blue,long_sleeve_outer,img1896,2018-08-04 0:00
1896,1897,10,white,vest_dress,img1897,2019-07-29 0:00
1897,1898,91,blue,vest_dress,img1898,2019-07-29 0:00
1898,1899,96,black,sling_dress,img1899,2021-06-22 0:00
1899,1900,14,white,short_sleeve_outer,img1900,2021-01-11 0:00
1900,1901,13,pattern,short_sleeve_dress,img1901,2021-03-21 0:00
1901,1902,72,blue,long_sleeve_top,img1902,2019-03-30 0:00
1902,1903,34,red,short_sleeve_dress,img1903,2019-09-27 0:00
1903,1904,73,white,skirt,img1904,2020-04-19 0:00
1904,1905,51,blue,vest,img1905,2019-11-06 0:00
1905,1906,43,pattern,sling,img1906,2019-03-04 0:00
1906,1907,77,blue,skirt,img1907,2020-05-10 0:00
1907,1908,16,blue,trousers,img1908,2018-04-22 0:00
1908,1909,48,blue,shorts,img1909,2021-04-01 0:00
1909,1910,99,black,short_sleeve_dress,img1910,2019-01-10 0:00
1910,1911,42,blue,vest,img1911,2018-07-24 0:00
1911,1912,43,blue,long_sleeve_top,img1912,2018-08-30 0:00
1912,1913,65,pattern,skirt,img1913,2020-09-04 0:00
1913,1914,68,blue,short_sleeve_outer,img1914,2018-11-22 0:00
1914,1915,56,red,long_sleeve_top,img1915,2021-02-28 0:00
1915,1916,90,white,vest,img1916,2018-05-02 0:00
1916,1917,24,black,sling,img1917,2021-12-26 0:00
1917,1918,99,white,long_sleeve_outer,img1918,2020-05-03 0:00
1918,1919,63,red,shorts,img1919,2021-02-16 0:00
1919,1920,9,white,vest,img1920,2020-08-04 0:00
1920,1921,16,black,trousers,img1921,2020-06-19 0:00
1921,1922,25,blue,vest_dress,img1922,2019-06-10 0:00
1922,1923,13,blue,short_sleeve_outer,img1923,2020-12-15 0:00
1923,1924,3,black,short_sleeve_outer,img1924,2020-09-03 0:00
1924,1925,83,blue,short_sleeve_outer,img1925,2019-03-15 0:00
1925,1926,63,black,long_sleeve_dress,img1926,2020-01-23 0:00
1926,1927,92,white,vest_dress,img1927,2019-03-14 0:00
1927,1928,60,blue,shorts,img1928,2019-03-15 0:00
1928,1929,56,blue,sling_dress,img1929,2021-02-27 0:00
1929,1930,42,pattern,trousers,img1930,2018-04-10 0:00
1930,1931,52,pattern,skirt,img1931,2020-03-01 0:00
1931,1932,18,blue,short_sleeve_top,img1932,2018-08-13 0:00
1932,1933,8,blue,sling_dress,img1933,2019-07-05 0:00
1933,1934,84,pattern,skirt,img1934,2020-06-10 0:00
1934,1935,20,white,long_sleeve_outer,img1935,2019-06-13 0:00
1935,1936,5,blue,short_sleeve_dress,img1936,2019-08-02 0:00
1936,1937,85,blue,trousers,img1937,2018-04-01 0:00
1937,1938,100,blue,skirt,img1938,2019-11-13 0:00
1938,1939,6,white,long_sleeve_dress,img1939,2019-11-05 0:00
1939,1940,61,red,short_sleeve_outer,img1940,2019-05-29 0:00
1940,1941,84,pattern,vest_dress,img1941,2020-08-07 0:00
1941,1942,22,white,short_sleeve_outer,img1942,2018-10-03 0:00
1942,1943,53,blue,long_sleeve_outer,img1943,2021-11-22 0:00
1943,1944,30,red,short_sleeve_top,img1944,2020-01-20 0:00
1944,1945,24,blue,long_sleeve_top,img1945,2020-10-31 0:00
1945,1946,34,blue,long_sleeve_dress,img1946,2019-03-05 0:00
1946,1947,47,pattern,vest,img1947,2020-06-07 0:00
1947,1948,25,blue,sling,img1948,2018-10-28 0:00
1948,1949,56,pattern,vest_dress,img1949,2020-03-29 0:00
1949,1950,63,red,short_sleeve_dress,img1950,2020-07-28 0:00
1950,1951,18,white,trousers,img1951,2021-03-06 0:00
1951,1952,25,red,vest_dress,img1952,2018-05-21 0:00
1952,1953,52,blue,sling,img1953,2018-01-14 0:00
1953,1954,18,black,long_sleeve_dress,img1954,2021-07-04 0:00
1954,1955,61,black,shorts,img1955,2021-11-27 0:00
1955,1956,37,red,vest_dress,img1956,2021-01-22 0:00
1956,1957,64,white,sling,img1957,2018-08-14 0:00
1957,1958,46,blue,short_sleeve_top,img1958,2018-01-05 0:00
1958,1959,61,black,long_sleeve_top,img1959,2018-08-06 0:00
1959,1960,17,blue,trousers,img1960,2019-08-29 0:00
1960,1961,58,blue,skirt,img1961,2018-12-18 0:00
1961,1962,82,black,trousers,img1962,2019-07-23 0:00
1962,1963,58,black,long_sleeve_dress,img1963,2018-09-27 0:00
1963,1964,52,blue,long_sleeve_dress,img1964,2020-01-18 0:00
1964,1965,88,red,short_sleeve_outer,img1965,2018-06-26 0:00
1965,1966,18,red,long_sleeve_outer,img1966,2021-11-02 0:00
1966,1967,55,blue,short_sleeve_dress,img1967,2020-02-10 0:00
1967,1968,10,red,short_sleeve_dress,img1968,2020-01-15 0:00
1968,1969,20,white,short_sleeve_outer,img1969,2021-12-15 0:00
1969,1970,36,blue,long_sleeve_outer,img1970,2020-06-20 0:00
1970,1971,20,red,trousers,img1971,2021-12-29 0:00
1971,1972,82,blue,long_sleeve_top,img1972,2019-01-02 0:00
1972,1973,19,blue,long_sleeve_top,img1973,2021-10-08 0:00
1973,1974,24,white,short_sleeve_top,img1974,2018-02-21 0:00
1974,1975,95,red,sling,img1975,2021-07-10 0:00
1975,1976,75,blue,long_sleeve_outer,img1976,2019-09-24 0:00
1976,1977,39,red,long_sleeve_top,img1977,2020-10-08 0:00
1977,1978,74,blue,long_sleeve_top,img1978,2020-06-18 0:00
1978,1979,20,black,long_sleeve_dress,img1979,2018-03-05 0:00
1979,1980,82,white,sling_dress,img1980,2021-12-02 0:00
1980,1981,85,white,sling,img1981,2018-03-13 0:00
1981,1982,16,blue,shorts,img1982,2018-07-22 0:00
1982,1983,99,red,vest_dress,img1983,2020-06-04 0:00
1983,1984,100,blue,short_sleeve_dress,img1984,2021-03-14 0:00
1984,1985,30,pattern,trousers,img1985,2018-01-18 0:00
1985,1986,14,blue,shorts,img1986,2019-04-23 0:00
1986,1987,86,blue,short_sleeve_dress,img1987,2018-08-07 0:00
1987,1988,66,blue,long_sleeve_top,img1988,2019-05-31 0:00
1988,1989,25,blue,long_sleeve_dress,img1989,2020-09-18 0:00
1989,1990,57,black,vest_dress,img1990,2019-11-10 0:00
1990,1991,91,white,sling,img1991,2019-08-22 0:00
1991,1992,67,red,shorts,img1992,2020-04-29 0:00
1992,1993,68,pattern,sling,img1993,2021-03-21 0:00
1993,1994,28,blue,skirt,img1994,2021-12-31 0:00
1994,1995,2,blue,short_sleeve_dress,img1995,2021-01-22 0:00
1995,1996,79,red,short_sleeve_top,img1996,2019-09-21 0:00
1996,1997,36,white,sling,img1997,2019-01-09 0:00
1997,1998,11,blue,long_sleeve_top,img1998,2021-12-25 0:00
1998,1999,99,black,short_sleeve_outer,img1999,2018-06-06 0:00
1999,2000,7,black,vest,img2000,2018-11-11 0:00
